Date,Team,Acquired,Relinquished,Notes
2011-06-27,Thunder,. Serge Ibaka,,team exercised contract option through 2012-13
2011-06-28,Thunder,. Nazr Mohammed,,re-signed to a contract extension
2011-06-29,Thunder,. Nazr Mohammed,,re-signed to a 1-year contract
2011-09-05,Thunder,,. Byron Mullens / B.J. Mullens,signed with Panionios (Greece)
2011-09-20,Thunder,,. Robert Vaden,signed with BK Nitra (Slovakia)
2011-10-12,Thunder,,. Thabo Sefolosha,signed with Fenerbahce Ulker (Turkey)
2011-10-25,Thunder,,. Serge Ibaka,signed with Real Madrid (Spain)
2011-12-09,Thunder,. Anthony Goods,,signed free agent
2011-12-09,Thunder,. Daequan Cook,,"re-signed restricted free agent to a 2-year, $6.5M contract"
2011-12-09,Thunder,. Marcus Dove,,signed free agent
2011-12-09,Thunder,. Terrence Roberts,,signed free agent
2011-12-10,Thunder,. Reggie Jackson (Shon),,"signed first round pick to a 2-year, $2.4M contract with a 2-year, $3.7M team option"
2011-12-12,Thunder,,. Terrence Roberts,waived
2011-12-13,Thunder,. Ryan Reid,,signed second round pick
2011-12-13,Thunder,. Lazar Hayward,. Robert Vaden. 2012 second round pick (#58-Robbie Hummel). 2013 conditional second round pick (if Thunder 2012 pick is #47-60) (#59-Bojan Dubljevic),trade with Timberwolves
2011-12-16,Thunder,,. Marcus Dove,waived
2011-12-19,Thunder,,. Anthony Goods,waived
2011-12-19,Thunder,. 2013 second round pick (#32-Alex Abrines),. Byron Mullens / B.J. Mullens,trade with Bobcats
2011-12-24,Thunder,,. Nate Robinson,waived (team bought out contract)
2012-01-19,Thunder,. Russell Westbrook,,re-signed to a 5-year $80M contract extension
2012-03-21,Thunder,. Derek Fisher,,signed free agent
2012-03-21,Thunder,,. Ryan Reid,waived
2012-06-26,Thunder,,. 2013 second round pick (#32-Alex Abrines),sent compensation to Celtics for dispute over Jeff Green's medical condition
2012-06-28,Thunder,. Perry Jones III,,2012 NBA draft first round pick (#28 overall)
2012-07-01,Thunder,,. Derek Fisher,player became an unrestricted free agent
2012-07-01,Thunder,,. Nazr Mohammed,player became an unrestricted free agent
2012-07-01,Thunder,,. Royal Ivey,player became an unrestricted free agent
2012-07-02,Thunder,. Scott Brooks,,"re-signed as head coach to a reported 4-year, $12M contract"
2012-07-06,Thunder,. Perry Jones III,,"signed first round pick to a 2-year, $2.1M contract with a 2-year, $3.3M team option"
2012-07-11,Thunder,. Hasheem Thabeet,,signed unrestricted free agent to a 2-year contract
2012-07-11,Thunder,. Hollis Thompson,,"signed free agent to a 3-year minimum, non-guaranteed contract"
2012-08-04,Thunder,. Daniel Orton,,signed unrestricted free agent to a non-guaranteed contract
2012-08-18,Thunder,. Serge Ibaka,,"re-signed to a 4-year, $48M contract extension"
2012-09-12,Thunder,. Andy Rautins,,signed free agent
2012-09-12,Thunder,. DeAndre Liggins,,signed unrestricted free agent
2012-10-01,Thunder,. Walker Russell Jr.,,signed unrestricted free agent
2012-10-12,Thunder,. Amanda Green,,hired as basketball operations coordinator/legal & administration
2012-10-12,Thunder,. Brandon Barnett,,promoted to director of minor league operations / pro scout
2012-10-12,Thunder,. Mike Wilks,,hired as pro scout
2012-10-12,Thunder,. Paul Rivers,,promoted to director of basketball operations
2012-10-12,Thunder,. Will Dawkins,,promoted to director of college player personnel
2012-10-22,Thunder,,. Walker Russell Jr.,waived
2001-07-27,Thunder,,. Emanual Davis,lost free agent (to Hawks)
2001-07-30,Thunder,,. Ruben Wolkowyski,waived
2001-07-30,Thunder,,. Ruben Patterson,lost restricted free agent (declined to match Blazers' offer sheet)
2001-08-16,Thunder,. Calvin Booth,,"signed restricted free agent (from Mavericks, who declined to match offer sheet) to a 6-year, $34M contract"
2001-09-05,Thunder,. Jerome James,,signed free agent to a 1-year minimum contract
2001-09-05,Thunder,. Predrag Drobnjak / Peja Drobnjak,,"signed 1997 second round pick to a 3-year, $1.6M contract (third year is team option)"
2001-09-06,Thunder,. Vladimir Radmanovic,,"signed first round pick to 3-year, $4.7M contract with a fourth year, $2.3M team option"
2001-09-21,Thunder,,. Jelani McCoy,lost free agent (to Lakers)
2001-10-01,Thunder,. Antonio Harvey,,"signed free agent (from Blazers) to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. Art Long,,"signed free agent (from Kings) to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. Earl Watson,,"signed second round pick to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. Eddie Elisma,,"signed free agent to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. Eddie Gill,,"signed free agent to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. Jamal Kendrick,,"signed free agent to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. JaRon Rush,,"signed free agent to a non-guaranteed, minimum contract"
2001-10-01,Thunder,. Anthony Johnson,,"signed free agent (from Cavaliers) to a non-guaranteed, minimum contract"
2001-10-02,Thunder,. Shammond Williams,,"re-signed free agent to a reported 2-year, $3.5-3.7M contract"
2001-10-12,Thunder,,. Eddie Elisma,waived
2001-10-12,Thunder,,. Eddie Gill,waived
2001-10-16,Thunder,,. Jamal Kendrick,waived
2001-10-22,Thunder,,. Anthony Johnson,waived
2001-10-24,Thunder,,. JaRon Rush,waived
2002-01-02,Thunder,,. Antonio Harvey,waived
2002-03-08,Thunder,. Randy Livingston,,signed free agent to a 10-day contract
2002-03-18,Thunder,. Randy Livingston,,re-signed to a second 10-day contract
2012-10-27,Thunder,,. Andy Rautins,waived
2012-10-27,Thunder,,. Daniel Orton,waived
2012-10-27,Thunder,,. Hollis Thompson,waived
2012-10-27,Thunder,,DeVon Hardin,renounced rights
2012-10-27,Thunder,". Kevin Martin. Jeremy Lamb. first round pick (protected top 3 and 15-30 in 2013, top 2 and 15-30 in 2014-15, top 1 and 15-30 in 2016-17, unprotected in 2018) (2013 #12-Steven Adams). 2013 second round pick (#32-Alex Abrines). first round pick (protected top 20 in 2012-17, unprotected in 2018) (2014 #21-Mitch McGary)",. James Harden. Cole Aldrich. Lazar Hayward. Daequan Cook,trade with Rockets
2012-10-29,Thunder,. Reggie Jackson (Shon),,team exercised contract option through 2013-14
2012-10-31,Thunder,. Daniel Orton,,signed free agent
2013-02-21,Thunder,. rights to Giorgos Printezis. cash,. Eric Maynor,trade with Blazers
2013-02-21,Thunder,. Ronnie Brewer,. 2014 second round pick (#59-Xavier Thames). cash,trade with Knicks
2013-02-25,Thunder,. Derek Fisher,,signed free agent for the remainder of the season
2013-03-18,Thunder,. Jason Ranne,,hired as director of strategic planning
2013-06-27,Thunder,. Archie Goodwin,,2013 NBA draft first round pick (#29 overall)
2013-06-27,Thunder,. Steven Adams,,2013 NBA draft first round pick (#12 overall)
2013-06-27,Thunder,. Alex Abrines,,2013 NBA draft second round pick (#32 overall)
2013-06-27,Thunder,. rights to Grant Jerrett,. cash,trade with Blazers
2013-06-27,Thunder,. rights to Andre Roberson,. rights to Archie Goodwin. cash,trade with Warriors
2013-07-01,Thunder,,. Derek Fisher,player became an unrestricted free agent
2013-07-01,Thunder,,. Kevin Martin,player became an unrestricted free agent
2013-07-01,Thunder,,. Ronnie Brewer,player became an unrestricted free agent
2013-07-08,Thunder,. Andre Roberson,,"signed first round pick to a 2-year, $2.2M contract with a 2-year, $3.5M team option"
2013-07-11,Thunder,. Kevin Martin,,"re-signed unrestricted free agent to a 4-year, $30M contract"
2013-07-11,Thunder,. rights to Szymon Szewczyk. trade exemption,. Kevin Martin. cash,"3-team trade with Bucks, Timberwolves"
2013-07-12,Thunder,. Steven Adams,,"signed first round pick to a 2-year, $4.2M contract with a 2-year, $5.6M team option"
2013-07-24,Thunder,. Derek Fisher,,re-signed unrestricted free agent to a 1-year contract
2013-07-31,Thunder,. Mike Terpstra,,hired as assistant coach
2013-07-31,Thunder,. Robert Pack,,hired as assistant coach
2013-08-07,Thunder,. Ryan Gomes,,signed free agent to a 1-year minimum contract
2013-09-06,Thunder,,. DeAndre Liggins,waived
2013-09-26,Thunder,. Diante Garrett,,signed unrestricted free agent
2013-09-26,Thunder,. Rodney McGruder,,signed free agent
2013-10-10,Thunder,,. Daniel Orton,waived
2013-10-25,Thunder,,. Diante Garrett,waived
2013-10-25,Thunder,,. Rodney McGruder,waived
2013-10-25,Thunder,. Jeremy Lamb,,team exercised contract option through 2014-15
2013-10-25,Thunder,. Perry Jones III,,team exercised contract option through 2014-15
2013-10-25,Thunder,. Reggie Jackson (Shon),,team exercised contract option through 2014-15
2014-01-07,Thunder,". 2014 second round pick (protected top 50 and 56-60, else extinguished) (from Grizzlies) (not exercised). second round pick (from Grizzlies, protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)",. Ryan Gomes. cash considerations,"3-team trade with Celtics, Grizzlies"
2014-01-16,Thunder,. Royal Ivey,,signed free agent to a 10-day contract
2014-01-26,Thunder,,. Royal Ivey,waived
2014-03-01,Thunder,. Caron Butler,,signed free agent for the remainder of the season
2014-03-06,Thunder,. Reggie Williams,,signed free agent to a 10-day contract
2014-03-16,Thunder,,. Reggie Williams,waived
2014-03-16,Thunder,. Mustafa Shakur,,signed free agent to a 10-day contract
2014-03-26,Thunder,,. Mustafa Shakur,player became a free agent
2014-03-28,Thunder,. Reggie Williams,,signed free agent to a second 10-day contract
2014-04-07,Thunder,,. Reggie Williams,waived
2014-04-07,Thunder,. Grant Jerrett,,signed second round pick for the remainder of the season
2014-06-09,Thunder,,. Derek Fisher,retired
2014-06-26,Thunder,. Josh Huestis,,2014 NBA draft first round pick (#29 overall)
2014-06-26,Thunder,. Mitch McGary,,2014 NBA draft first round pick (#21 overall)
2014-06-26,Thunder,. rights to Semaj Christon,. cash,trade with Hornets
2014-06-30,Thunder,. Grant Jerrett,,"team tendered qualifying offer, making player a restricted free agent"
2014-07-01,Thunder,,. Caron Butler,player became an unrestricted free agent
2014-07-01,Thunder,,. Derek Fisher,player became an unrestricted free agent
2014-07-01,Thunder,,. Thabo Sefolosha,player became an unrestricted free agent
2014-07-04,Thunder,. Mitch McGary,,"signed first round pick to a 2-year, $2.9M contract with two 1-year team options for $4M"
2014-07-15,Thunder,. Grant Jerrett,,re-signed restricted free agent to a 4-year minimum contract (last 2 years are team option)
2014-07-15,Thunder,. Sebastian Telfair,,signed unrestricted free agent to a 1-year minimum contract
2014-07-15,Thunder,. Thabo Sefolosha,,"re-signed unrestricted free agent to a 3-year, $12M contract"
2014-07-15,Thunder,. rights to Sofoklis Schortsanitis,. Thabo Sefolosha. rights to Giorgos Printezis. cash considerations,trade with Hawks
2014-07-16,Thunder,. Anthony Morrow,,"signed unrestricted free agent to a 3-year, $10M contract"
2014-08-22,Thunder,. Mark Daigneault,,hired as NBADL head coach
2014-08-26,Thunder,". 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised). trade exception",. Hasheem Thabeet. cash considerations,trade with 76ers
2014-09-25,Thunder,. Royal Ivey,,hired as NBADL assistant coach
2014-09-29,Thunder,. Lance Thomas,,signed free agent
2014-09-29,Thunder,. Michael Jenkins,,signed free agent
2014-09-29,Thunder,. Richard Solomon,,signed free agent
2014-09-29,Thunder,. Talib Zanna,,signed free agent
2014-10-22,Thunder,. Andre Roberson,,team exercised contract option through 2015-16
2014-10-22,Thunder,. Jeremy Lamb,,team exercised contract option through 2015-16
2014-10-22,Thunder,. Perry Jones III,,team exercised contract option through 2015-16
2014-10-22,Thunder,. Steven Adams,,team exercised contract option through 2015-16
2014-10-24,Thunder,,. Michael Jenkins,waived
2014-10-24,Thunder,,. Richard Solomon,waived
2014-10-24,Thunder,,. Talib Zanna,waived
2014-11-07,Thunder,. Ishmael Smith / Ish Smith,,signed free agent
2014-11-26,Thunder,,. Sebastian Telfair,waived
2015-01-05,Thunder,. Dion Waiters,". Lance Thomas. first round pick (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz)","3-team trade with Cavaliers, Knicks"
2015-02-03,Thunder,. Nick Collison,,"re-signed to a 2-year, $7.5M contract extension"
2015-02-19,Thunder,". 2016 second round pick (less favorable of Kings (protected top 55), Pelicans picks) (not exercised)",". Ishmael Smith / Ish Smith. rights to Latavious Williams. 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised). cash considerations",trade with Pelicans
2015-02-19,Thunder,. D.J. Augustin. Enes Kanter. Steve Novak. Kyle Singler. 2019 second round pick (from Pistons) (#45-Isaiah Roby),". Reggie Jackson (Shon). Kendrick Perkins. Grant Jerrett. rights to Tibor Pleiss. first round pick (pick can be conveyed only 2 years after Thunder convey first round pick to 76ers from earlier trade, protected top 14 in 2017-20, else 2020 second round pick, 2021 second round pick) (#20-Josh Okogie)","3-team trade with Jazz, Pistons"
2015-04-22,Thunder,,. Scott Brooks,fired as head coach
2015-04-30,Thunder,. Billy Donovan,,hired as head coach
2015-05-16,Thunder,,. Alex Abrines,signed with FC Barcelona (Spain)
2015-06-25,Thunder,. Cameron Payne,,2015 NBA draft first round pick (#14 overall)
2015-06-25,Thunder,. Dakari Johnson,,2015 NBA draft second round pick (#48 overall)
2015-06-25,Thunder,". Luke Ridnour. second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie)",. Jeremy Lamb,trade with Hornets
2015-06-26,Thunder,. Enes Kanter,,"team tendered qualifying offer, making player a restricted free agent"
2015-06-26,Thunder,. Kyle Singler,,"team tendered qualifying offer, making player a restricted free agent"
2015-06-29,Thunder,. Anthony Grant,,hired as assistant coach
2015-06-29,Thunder,. Billy Schmidt,,hired as quality control coach
2015-06-29,Thunder,. Maurice Cheeks,,hired as assistant coach
2015-06-29,Thunder,. Monty Williams,,hired as assistant coach
2015-06-30,Thunder,. rights to Tomislav Zubcic. trade exception,. Luke Ridnour. cash,trade with Raptors
2015-07-01,Thunder,. Michael Qualls,,signed free agent to a 1-year contract
2015-07-09,Thunder,. Cameron Payne,,"signed first round pick to a 2-year, $4.1M contract with a 2-year, $5.5M team option"
2015-07-09,Thunder,. Kyle Singler,,"re-signed restricted free agent to a 5-year, $25M contract"
2015-07-12,Thunder,. Enes Kanter,,"re-signed restricted free agent to a 4-year, $70M contract (matched Blazers offer sheet)"
2015-07-14,Thunder,. 2018 second round pick (protected top 55) (#57-Kevin Hervey),. Perry Jones III. 2019 second round pick (#45-Isaiah Roby). cash,trade with Celtics
2015-07-30,Thunder,. Josh Huestis,,"signed first round pick to a 2-year, $2.3M contract with a 2-year, $3.5M team option"
2015-09-24,Thunder,. Dez Wells,,signed free agent
2015-09-24,Thunder,. Julyan Stone,,signed free agent
2015-09-24,Thunder,. Talib Zanna,,signed free agent
2015-09-29,Thunder,. Michael Qualls,,signed free agent to a 1-year contract (CBC)
2015-10-22,Thunder,,. Dez Wells,waived
2015-10-22,Thunder,,. Julyan Stone,waived
2015-10-22,Thunder,,. Michael Qualls,waived
2015-10-22,Thunder,,. Talib Zanna,waived
2015-10-22,Thunder,. Michael Cobbins / Mike Cobbins,,signed free agent
2015-10-22,Thunder,. Mustapha Farrakhan,,signed free agent
2015-10-23,Thunder,. Andre Roberson,,team exercised contract option through 2016-17
2015-10-23,Thunder,. Mitch McGary,,team exercised contract option through 2016-17
2015-10-23,Thunder,. Steven Adams,,team exercised contract option through 2016-17
2015-10-24,Thunder,,. Michael Cobbins / Mike Cobbins,waived
2015-10-24,Thunder,,. Mustapha Farrakhan,waived
2016-02-18,Thunder,. Randy Foye,". D.J. Augustine. Steve Novak. 2016 second round pick (protected #56-60 in 2016, unprotected in 2017) (2016 #53-Petr Cornelie). 2016 second round pick (#56-Daniel Hamilton). cash",trade with Nuggets
2016-03-05,Thunder,. Nazr Mohammed,,signed unrestricted free agent for the remainder of the season
2016-06-01,Thunder,,. Monty Williams,resigned as assistant coach
2016-06-23,Thunder,. rights to Daniel Hamilton,. cash considerations,trade with Nuggets
2016-06-23,Thunder,. Victor Oladipo. Ersan Ilyasova. rights to Domantas Sabonis / Domas Sabonis,. Serge Ibaka,trade with Magic
2016-06-24,Thunder,. Ersan Ilyasova,,team exercised contract option through 2016-17
2016-06-30,Thunder,. Dion Waiters,,"team tendered qualifying offer, making player a restricted free agent"
2016-07-01,Thunder,. Adrian Griffin,,hired as assistant coach
2016-07-01,Thunder,. Mark Daigneault,,reassigned as NBADL head coach
2016-07-01,Thunder,. Royal Ivey,,promoted to assistant coach
2016-07-01,Thunder,. Vin Bhavnani,,promoted to assistant coach
2016-07-01,Thunder,,. Kevin Durant,player became an unrestricted free agent
2016-07-01,Thunder,,. Nazr Mohammed,player became an unrestricted free agent
2016-07-01,Thunder,,. Randy Foye,player became an unrestricted free agent
2016-07-18,Thunder,,. Dion Waiters,"team rescinded qualifying offer, making player an unrestricted free agent"
2016-07-23,Thunder,. Alex Abrines,,"signed 2013 second round pick to a 3-year, $18M contract"
2016-08-04,Thunder,. Russell Westbrook,,"re-signed to a 3-year, $85.7M contract extension through 2017-18 (third year is player option)"
2016-08-12,Thunder,. Domantas Sabonis / Domas Sabonis,,"signed first round pick to a 2-year, $5M contract with a 2-year, $6.2M team option"
2016-08-13,Thunder,. Ronnie Price,,signed unrestricted free agent to a 2-year contract
2016-08-17,Thunder,. Domantas Sabonis / Domas Sabonis,,"signed first round pick to a 2-year, $5M contract with a 2-year, $6.2M team option (P)"
2016-08-17,Thunder,. Ronnie Price,,"signed unrestricted free agent to a 2-year, $5M contract"
2016-08-19,Thunder,. Semaj Christon,,signed 2014 second round pick
2016-08-30,Thunder,. Joffrey Lauvergne,". second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar). second round pick (protected top 35 2017, unprotected in 2018) (2017 #51-Monte Morris)",trade with Nuggets
2016-09-07,Thunder,. Dakari Johnson,,submitted tender offer
2016-09-07,Thunder,. Tomislav Zubcic,,submitted tender offer
2016-09-17,Thunder,,. Tomislav Zubcic,waived
2016-09-18,Thunder,,. Tomislav Zubcic,renounced rights
2016-09-22,Thunder,. Alex Caruso,,signed free agent
2016-09-22,Thunder,. Chris Wright (b. 1988-09-30),,signed free agent
2016-09-22,Thunder,. Kaleb Tarczewski,,signed free agent
2016-10-17,Thunder,,. Alex Caruso,waived
2016-10-17,Thunder,. Reggie Williams,,signed free agent
2016-10-19,Thunder,,. Reggie Williams,waived
2016-10-21,Thunder,,. Reggie Williams,waived
2016-10-24,Thunder,,. Chris Wright (b. 1988-09-30),waived
2016-10-24,Thunder,,. Kaleb Tarczewski,waived
2016-10-24,Thunder,,. Mitch McGary,waived
2016-10-24,Thunder,,. Reggie Williams,waived
2016-10-24,Thunder,,. Ronnie Price,waived
2016-10-29,Thunder,. Cameron Payne,,team exercised contract option through 2017-18
2016-10-29,Thunder,. Josh Huestis,,team exercised contract option through 2017-18
2016-10-31,Thunder,. Steven Adams,,"re-signed to a 4-year, $100M contract extension"
2016-10-31,Thunder,. Victor Oladipo,,"re-signed to a 4-year, $84M contract extension"
2016-11-01,Thunder,. Jerami Grant,". Ersan Ilyasova. draft pick(s) (first round pick protected top 20 in 2020, else 2022 second round pick, 2023 second round pick) (2020 #21-Tyrese Maxey)",trade with 76ers
2017-02-23,Thunder,. Taj Gibson. Doug McDermott. 2018 second round pick (#36-Mitchell Robinson),. Cameron Payne. Joffrey Lauvergne. Anthony Morrow,trade with Bulls
2017-03-01,Thunder,. Norris Cole (Gene),,signed unrestricted free agent for the remainder of the season
2017-06-22,Thunder,. Terrance Ferguson,,2017 NBA draft first round pick (#21 overall)
2017-06-23,Thunder,. Andre Roberson,,"team tendered $4.6M qualifying offer, making player a restricted free agent"
2017-06-25,Thunder,. Rashawn Thomas,,signed free agent
2017-06-27,Thunder,. Jerami Grant,,"team exercised 1-year, $1.5M contract option through 2017-18"
2017-07-01,Thunder,,. Nick Collison,player became an unrestricted free agent
2017-07-01,Thunder,,. Norris Cole (Gene),player became an unrestricted free agent
2017-07-01,Thunder,,. Russell Westbrook,player became an unrestricted free agent
2017-07-01,Thunder,,. Taj Gibson,player became an unrestricted free agent
2017-07-06,Thunder,. Paul George,. Victor Oladipo. Domantas Sabonis / Domas Sabonis,trade with Pacers
2017-07-10,Thunder,. Patrick Patterson,,"signed unrestricted free agent to a 3-year, $16.4M contract"
2017-07-10,Thunder,. Raymond Felton,,"signed unrestricted free agent to a 1-year, $2.3M contract"
2017-07-14,Thunder,. Andre Roberson,,"re-signed restricted free agent to a 3-year, $30M contract"
2017-07-20,Thunder,. Dakari Johnson,,"signed to a 2-year, $2.2M contract"
2017-07-21,Thunder,. Nick Collison,,"re-signed unrestricted free agent to a 1-year, $2.3M contract"
2017-07-29,Thunder,. Terrance Ferguson,,"signed first round pick to a 2-year, $3.8M contract with a 2-year, $6.4M team option"
2017-08-03,Thunder,. Daniel Hamilton,,signed second round pick to a two way contract
2017-09-24,Thunder,. Isaiah Canaan,,signed free agent
2017-09-24,Thunder,. Rashawn Thomas,,signed free agent
2017-09-25,Thunder,. Bryce Alford,,signed free agent
2017-09-25,Thunder,. Carmelo Anthony,. Doug McDermott. Enes Kanter. 2018 second round pick (#36-Mitchell Robinson),trade with Knicks
2017-09-25,Thunder,. Markel Brown,,signed free agent
2017-09-29,Thunder,. Russell Westbrook,,"re-signed unrestricted free agent to a 5-year, $205M contract extension"
2017-10-11,Thunder,,. Bryce Alford,waived
2017-10-11,Thunder,,. Markel Brown,waived
2017-10-11,Thunder,,. Rashawn Thomas,waived
2017-10-11,Thunder,. Chris Wright (b. 1988-09-30),,signed free agent
2017-10-11,Thunder,. Yanick Moreira,,signed free agent
2017-10-11,Thunder,. Yannis Morin,,signed free agent
2017-10-14,Thunder,,. Chris Wright (b. 1988-09-30),waived
2017-10-14,Thunder,,. Isaiah Canaan,waived
2017-10-14,Thunder,,. Semaj Christon,waived
2017-10-14,Thunder,,. Yanick Moreira,waived
2017-10-14,Thunder,,. Yannis Morin,waived
2017-10-17,Thunder,. P.J. Dozier,,signed free agent to a two way contract
2017-10-31,Thunder,,. Josh Huestis,team declined contract option for 2018-19
2018-03-02,Thunder,. Corey Brewer,,"signed free agent to a 1-year, $526K contract"
2018-05-10,Thunder,,. Nick Collison,retired
2018-06-21,Thunder,. Devon Hall,,2018 NBA draft second round pick (#53 overall)
2018-06-21,Thunder,. Kevin Hervey,,2018 NBA draft second round pick (#57 overall)
2018-06-23,Thunder,. Carmelo Anthony,,player exercised contract option through 2018-19
2018-06-28,Thunder,,. Paul George,"player declined contract option, making him an unrestricted free agent"
2018-07-01,Thunder,,. Daniel Hamilton,"team declined to tender qualifying offer, making player an unrestricted free agent"
2018-07-01,Thunder,,. P.J. Dozier,"team declined to tender qualifying offer, making player an unrestricted free agent"
2018-07-01,Thunder,,. Corey Brewer,player became an unrestricted free agent
2018-07-01,Thunder,,. Jerami Grant,player became an unrestricted free agent
2018-07-01,Thunder,,. Josh Huestis,player became an unrestricted free agent
2018-07-01,Thunder,,. Raymond Felton,player became an unrestricted free agent
2018-07-06,Thunder,. Deonte Burton,,signed free agent to a two way contract
2018-07-06,Thunder,. Paul George,,"re-signed unrestricted free agent to a 4-year, $136.9M contract"
2018-07-06,Thunder,. Nerlens Noel,,"signed unrestricted free agent to a 2-year, $3.75M contract (second year is player option)"
2018-07-06,Thunder,. rights to Hamidou Diallo,. 2019 second round pick (#52-Jalen McDaniels). cash,trade with Hornets
2018-07-10,Thunder,. Jerami Grant,,"re-signed unrestricted free agent to a 3-year, $27M contract"
2018-07-11,Thunder,. Raymond Felton,,"re-signed unrestricted free agent to a 1-year, $2.4M contract"
2018-07-20,Thunder,. Rodney Purvis,. Dakari Johnson. cash,trade with Magic
2018-07-23,Thunder,. Abdel Nader. $450K cash,. Rodney Purvis,trade with Celtics
2018-07-25,Thunder,. Dennis Schroder. Timothe Luwawu-Cabarrot,". Carmelo Anthony. draft pick(s) (2022 first round pick, protected top 14 in 2022, else 2024 second round pick, 2025 second round pick (?-?)","3-team trade with 76ers, Hawks"
2018-07-25,Thunder,. Hamidou Diallo,,signed second round pick to a 3-year contract
2018-08-12,Thunder,,. Devon Hall,signed with Cairns Taipans (Australia)
2018-08-13,Thunder,. Tyler Davis,,signed free agent to a two way contract
2018-08-26,Thunder,. Donte Grantham,,signed free agent to a 1-year contract
2018-08-30,Thunder,,. Kyle Singler,waived
2018-09-23,Thunder,. Abdul Gaddy,,signed free agent
2018-09-23,Thunder,. Bryce Alford,,signed free agent
2018-09-23,Thunder,. K.J. McDaniels,,signed free agent
2018-09-23,Thunder,. Richard Solomon,,signed free agent
2018-09-25,Thunder,,. Devon Hall,waived
2018-09-25,Thunder,,. Donte Grantham,waived
2018-09-25,Thunder,,. Kevin Hervey,waived
2018-09-25,Thunder,. Abdel Nader,,signed free agent
2018-10-10,Thunder,,. Bryce Alford,waived
2018-10-10,Thunder,,. K.J. McDaniels,waived
2018-10-10,Thunder,,. Richard Solomon,waived
2018-10-10,Thunder,. Dez Wells,,signed free agent
2018-10-10,Thunder,. Donte Grantham,,signed free agent
2018-10-10,Thunder,. Scotty Hopson,,signed free agent
2018-10-12,Thunder,,. Abdul Gaddy,waived
2018-10-12,Thunder,,. Dez Wells,waived
2018-10-12,Thunder,,. Donte Grantham,waived
2018-10-12,Thunder,,. Scotty Hopson,waived
2018-10-29,Thunder,. Terrance Ferguson,,"team exercised 1-year, $2.5M contract option through 2019-20"
2018-12-17,Thunder,. Billy Donovan,,team exercised contract option on head coach through 2019-20
2018-12-27,Thunder,,. Tyler Davis,waived
2018-12-28,Thunder,. Donte Grantham,,signed free agent to a two way contract
2019-02-01,Thunder,. 2020 second round pick (protected top 55) (not exercised),. Timothe Luwawu-Cabarrot. $2.6M cash,trade with Bulls
2019-02-09,Thunder,,. Alex Abrines,waived
2019-02-14,Thunder,. Richard Solomon,,signed free agent to a 10-day contract
2019-02-14,Thunder,. Scotty Hopson,,signed free agent to a 10-day contract
2019-02-20,Thunder,. Markieff Morris,,"signed free agent to a 1-year, $573K contract"
2019-02-24,Thunder,,. Richard Solomon,waived
2002-03-27,Thunder,. Randy Livingston,,re-signed for the remainder of the season
2002-03-29,Thunder,. Ansu Sesay,,signed free agent to a 10-day contract
2002-04-08,Thunder,. Ansu Sesay,,re-signed for the remainder of the season
2002-06-26,Thunder,. Peter Fehse,,2002 NBA draft second round pick (#48 overall)
2002-07-18,Thunder,. Jerome James,,"re-signed free agent to a 3-year, $15.3M contract"
2002-07-20,Thunder,,. Olumide Oyedeji,lost free agent (to Magic)
2002-07-22,Thunder,. Kenny Anderson. Joseph Forte. Vitaly Potapenko,. Vin Baker. Shammond Williams,trade with Celtics
2002-08-06,Thunder,,. Earl Watson,lost restricted free agent (to Grizzlies) (declined to match Grizzlies offer sheet)
2002-08-19,Thunder,. Desmond Mason,,team exercised contract option through 2003-04
2002-08-21,Thunder,. Ansu Sesay,,"re-signed to a 2-year, minimum contract"
2002-09-19,Thunder,. Rashard Lewis,,"re-signed to a 7-year, $60-65M contract (player opt-out option after fifth year)"
2002-09-26,Thunder,. Eric Chenowith,,signed free agent to a minimum contract
2002-09-26,Thunder,. Jameel Watkins,,signed free agent to a minimum contract
2002-09-26,Thunder,. Jonathan Kerner,,signed free agent to a minimum contract
2002-09-26,Thunder,. Reggie Evans,,signed free agent to a minimum contract
2002-09-26,Thunder,. Ron Rollerson,,signed free agent to a minimum contract
2002-09-26,Thunder,. Sean Colson,,signed free agent to a minimum contract
2002-09-26,Thunder,Innocent Kere,,signed free agent to a minimum contract
2002-09-26,Thunder,Kei Madison,,signed free agent to a minimum contract
2002-09-30,Thunder,,. Art Long,lost free agent (to 76ers)
2002-09-30,Thunder,. Miles Simon,,signed free agent to a minimum contract
2002-09-30,Thunder,,. Randy Livingston,lost free agent (to Timberwolves)
